from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246104624610562+1785660+0,246104624610562+1785190+0,1,
124,124,,,246106124610633+1785660+0,246106124610633+1785190+0,1,
124,124,,,246106124610634+1785660+0,246106124610634+1785190+0,1,
124,124,,,246109524611751+1785660+0,246109524611751+1785190+0,1,
124,124,,,246096224610002+1785673+0,246096224610002+1785205+0,1,
124,124,,,246108924610913+1785673+0,246108924610913+1785205+0,1,
124,124,,,246096224610002+1785685+0,246096224610002+1785221+0,1,
124,124,,,246101124610284+1785685+0,246101124610284+1785221+0,1,
124,124,,,246106124610632+1785685+0,246106124610632+1785221+0,1,
124,124,,,246106724610844+1785685+0,246106724610844+1785221+0,1,
124,124,,,246100624610063+1785687+0,246100624610063+1785222+0,1,
124,124,,,246095924610015+1785697+0,246096024610026+1788432+0,1,
124,124,,,246101524611765+1785697+0,246103524610376+1788432+0,1,
124,124,,,246101524611765+1785697+0,246107224610866+1788432+0,1,
124,124,,,246101524611765+1785697+0,246110024611776+1788432+0,1,
124,124,,,246101124610283+1785698+0,246101124610284+1785233+0,1,
124,124,,,246101124610284+1785698+0,246101524610295+1785232+0,1,
124,124,,,246095924610015+1785701+1,246095924610015+1785282+1,1,
124,124,,,246103224610412+1785705+1,246103224610342+1785284+1,1,
124,124,,,246103224610411+1785705+1,246103924610401+1785284+1,1,
124,124,,,246096624610015+1786866+1,246095924610015+1785035+0,1,
124,124,,,246101624610306+1788496+0,246101624610306+1788153+0,1,
124,124,,,246106024610651+1788496+0,246106024610651+1788153+0,1,
124,124,,,246100324610077+1788497+0,246100324610077+1788154+0,1,
124,124,,,246096024609886+1788505+0,246096024609886+1788163+0,1,
124,124,,,246099624609967+1788508+0,246099624609967+1788166+0,1,
124,124,,,246096024609886+1788519+0,246096024609886+1788171+0,1,
124,124,,,246106024610656+1788520+0,246106024610656+1788172+0,1,
124,124,,,246106024610656+1788533+0,246106024610656+1788184+0,1,
124,124,,,246106024610656+1788546+0,246106024610656+1788196+0,1,
124,124,,,246099524610026+1788558+0,246099524610026+1788205+0,1,
124,124,,,246099624609967+1788575+0,246099624609967+1788222+0,1,
124,124,,,246101024611717+1788575+0,246101024611717+1788222+0,1,
124,124,,,246100824610095+1788582+0,246100824610095+1788229+0,1,
124,124,,,246106024610651+1788590+0,246106024610651+1788237+0,1,
124,124,,,246100324610077+1788591+0,246100324610077+1788238+0,1,
124,124,,,246096124609897+1788602+0,246096124609897+1788250+0,1,
124,124,,,246106024610651+1788603+0,246106024610651+1788251+0,1,
124,124,,,246096124609897+1788610+0,246096124609897+1788258+0,1,
124,124,,,246100324610074+1788612+0,246100324610074+1788260+0,1,
124,124,,,246103524610446+1788627+0,246103524610446+1788275+0,1,
124,124,,,246107224610866+1788627+0,246107224610866+1788275+0,1,
124,124,,,246110024611776+1788635+0,246110024611776+1788283+0,1,
124,124,,,246104624610563+1785321+0,246104624610563+1784864+0,1,
124,124,,,246106724610841+1785321+0,246106724610841+1784864+0,1,
124,124,,,246106724610842+1785321+0,246106724610842+1784864+0,1,
124,124,,,246109524611752+1785321+0,246109524611752+1784864+0,1,
124,124,,,246103224610413+1785332+0,246103224610413+1784884+1,1,
124,124,,,246095924609595+1785356+1,246095924609595+1784906+1,1,
124,124,,,246096224610003+1785357+1,246096224610003+1784907+1,1,
124,124,,,246096224610004+1785357+1,246096224610004+1784907+1,1,
124,124,,,246100424610052+1785357+1,246100424610052+1784907+1,1,
124,124,,,246103224610343+1785359+1,246103224610413+1784909+1,1,
124,124,,,246103924610402+1785359+1,246103224610412+1784909+1,1,
124,124,,,246095924609595+1785375+1,246095924609595+1784957+1,1,
124,124,,,246096424609653+1785377+1,246096424609653+1784959+1,1,
124,124,,,246101124610281+1785377+1,246101124610281+1784959+1,1,
124,124,,,246106724610841+1785377+1,246106724610841+1784959+1,1,
124,124,,,246108924610914+1785377+1,246108924610914+1784959+1,1,
124,124,,,246109524611754+1785377+1,246109524611754+1784959+1,1,
124,124,,,246108824610936+1788643+0,246108824610936+1788296+0,1,
124,124,,,246100324610077+1788644+0,246100324610077+1788297+0,1,
124,124,,,246096124609897+1788658+0,246096124609897+1788311+0,1,
124,124,,,246100824610095+1788659+0,246100824610095+1788312+0,1,
124,124,,,246107224610866+1788659+0,246107224610866+1788312+0,1,
124,124,,,246100324610074+1788660+0,246100324610074+1788313+0,1,
124,124,,,246096024609886+1788675+0,246096024609886+1788326+0,1,
124,124,,,246096124609897+1788676+0,246096124609897+1788327+0,1,
124,124,,,246099524610026+1788677+0,246099524610026+1788328+0,1,
124,124,,,246100324610077+1788698+0,246100324610077+1788349+0,1,
124,124,,,246100324610074+1788698+0,246100324610074+1788349+0,1,
124,124,,,246096124609897+1788714+0,246096124609897+1788363+0,1,
124,124,,,246101624610586+1788715+0,246101624610306+1788364+0,1,
124,124,,,246108824610931+1788715+0,246108824610931+1788364+0,1,
124,124,,,246107224610866+1788735+0,246107224610866+1788381+0,1,
124,124,,,246108824610936+1788735+0,246108824610936+1788381+0,1,
124,124,,,246110024611776+1788735+0,246110024611776+1788381+0,1,
124,124,,,246099624609967+1788736+0,246099624609967+1788382+0,1,
124,124,,,246101524611765+1785380+1,246101524611765+1784960+1,1,
124,124,,,246108824610931+1788368+0,246108824610931+1788721+0,1,
124,124,,,246099524610026+1788368+0,246099524610026+1788721+0,1,
124,124,,,246100724610096+1788368+0,246100724610096+1788721+0,1,
124,124,,,246096124609897+1788376+0,246096124609897+1788730+0,1,
124,124,,,246099524610026+1788377+0,246099524610026+1788731+0,1,
124,124,,,246106024610656+1788377+0,246106024610656+1788731+0,1,
124,124,,,246096024609886+1788383+0,246096024609886+1788737+0,1,
124,124,,,246100724610094+1788385+0,246100724610094+1788739+0,1,
124,124,,,246103524610446+1788385+0,246103524610446+1788739+0,1,
124,124,,,246106024610651+1788385+0,246106024610651+1788739+0,1,
124,124,,,246108824610936+1788385+0,246108824610936+1788739+0,1,
124,124,,,246100824610095+1788390+0,246100824610095+1788743+0,1,
124,124,,,246100824610096+1788390+0,246100824610096+1788743+0,1,
124,124,,,246106024610651+1788390+0,246106024610651+1788743+0,1,
124,124,,,246100724610096+1788397+0,246100724610096+1788751+0,1,
124,124,,,246106024610656+1788397+0,246106024610656+1788751+0,1,
124,124,,,246110024611776+1788397+0,246110024611776+1788751+0,1,
124,124,,,246096124609897+1788407+0,246096124609897+1788766+0,1,
124,124,,,246103524610446+1788408+0,246103524610446+1788767+0,1,
124,124,,,246096324610004+1784869+0,246096224610004+1785326+0,1,
124,124,,,246106224610633+1784869+0,246106124610633+1785326+0,1,
124,124,,,246106824610843+1784869+0,246106724610843+1785326+0,1,
124,124,,,246109024610914+1784869+0,246108924610914+1785326+0,1,
124,124,,,246106124610612+1784871+0,246106124610632+1785326+0,1,
124,124,,,246103224610432+1784877+0,246103224610432+1785327+0,1,
124,124,,,246101124610281+1784879+0,246101124610281+1785328+0,1,
124,124,,,246101124610284+1784879+0,246101124610284+1785328+0,1,
124,124,,,246106124610634+1784879+0,246106124610634+1785328+0,1,
124,124,,,246106724610843+1784879+0,246106724610843+1785328+0,1,
124,124,,,246095924609595+1784919+1,246095924609595+1785381+1,1,
124,124,,,246101124610281+1784921+1,246101124610281+1785383+1,1,
124,124,,,246104624610562+1784921+1,246104624610562+1785383+1,1,
124,124,,,246096924610002+1784927+1,246096924610002+1785388+0,1,
124,124,,,246106724610841+1784927+1,246106724610841+1785388+0,1,
124,124,,,246096924610001+1784938+0,246096224610001+1785268+0,1,
124,124,,,246100424610051+1784938+0,246100424610051+1785268+0,1,
124,124,,,246101124610283+1784938+0,246101124610283+1785268+0,1,
124,124,,,246109524611753+1784938+0,246109524611753+1785268+0,1,
124,124,,,246103224610412+1784940+0,246103924610402+1785269+0,1,
124,124,,,246096924610001+1784964+0,246096924610001+1785409+0,1,
124,124,,,246101124610283+1784964+0,246101124610283+1785409+0,1,
124,124,,,246106124610634+1784964+0,246106124610634+1785409+0,1,
124,124,,,246106724610841+1784964+0,246106724610841+1785409+0,1,
124,124,,,246109524611753+1784964+0,246109524611753+1785409+0,1,
124,124,,,246106124610632+1784970+0,246106124610632+1785414+0,1,
124,124,,,246106724610844+1784970+0,246106724610844+1785414+0,1,
124,124,,,246103224610412+1784982+0,246103224610412+1785425+0,1,
124,124,,,246096224609632+1784988+0,246096224610002+1785428+0,1,
124,124,,,246100424610052+1784989+0,246100424610052+1785428+0,1,
124,124,,,246106124610634+1784989+0,246106124610634+1785428+0,1,
124,124,,,246106724610843+1784989+0,246106724610843+1785428+0,1,
124,124,,,246100624610063+1784991+0,246100624610063+1785429+0,1,
124,124,,,246103924610402+1784991+0,246103924610402+1785429+0,1,
124,124,,,246096224609632+1785004+0,246096224609632+1785446+0,1,
124,124,,,246096424609653+1785005+0,246096424609653+1785447+0,1,
124,124,,,246096424609654+1785005+0,246096424609654+1785447+0,1,
124,124,,,246096924610004+1785005+0,246096924610004+1785447+0,1,
124,124,,,246103924610401+1785006+0,246103924610401+1785448+0,1,
124,124,,,246101524611765+1785007+0,246101524611765+1785445+0,1,
124,124,,,246095924610015+1785013+0,246095924610015+1785453+0,1,
124,124,,,246096424609653+1785015+0,246096224610003+1785454+0,1,
124,124,,,246096924610002+1785015+0,246096224610002+1785454+0,1,
124,124,,,246101124610281+1785015+0,246101124610281+1785454+0,1,
124,124,,,246106124610632+1785015+0,246106124610632+1785454+0,1,
124,124,,,246106124610634+1785015+0,246106124610634+1785454+0,1,
124,124,,,246103224610413+1785027+0,246103224610413+1785463+0,1,
124,124,,,246101124610281+1785031+0,246101124610281+1785468+0,1,
124,124,,,246104624610562+1785031+0,246104624610562+1785468+0,1,
124,124,,,246106124610632+1785031+0,246106124610632+1785468+0,1,
124,124,,,246103224610411+1785033+0,246103224610341+1785469+0,1,
124,124,,,246103224610411+1785033+0,246103924610401+1785469+0,1,
124,124,,,246096224610001+1785040+0,246096224610001+1785475+0,1,
124,124,,,246106124610632+1785040+0,246106124610632+1785475+0,1,
124,124,,,246108924610913+1785040+0,246108924610913+1785475+0,1,
124,124,,,246096224610004+1785049+0,246096224610004+1785484+1,1,
124,124,,,246104624610564+1785049+0,246104624610564+1785484+1,1,
124,124,,,246106124610632+1785049+0,246106124610632+1785484+1,1,
124,124,,,246108924610912+1785049+0,246108924610912+1785484+1,1,
124,124,,,246096924610002+1785055+1,246096224610002+1785520+1,1,
124,124,,,246096924610004+1785055+1,246096224610004+1785520+1,1,
124,124,,,246101124610283+1785055+1,246101124610283+1785520+1,1,
124,124,,,246108924610912+1785055+1,246108924610912+1785520+1,1,
124,124,,,246103224610341+1785057+1,246103224610341+1785522+1,1,
124,124,,,246095924610015+1785144+1,246095924609595+1785616+1,1,
124,124,,,246101124610283+1785146+1,246101124610283+1785618+1,1,
124,124,,,246101124610284+1785146+1,246101124610284+1785618+1,1,
124,124,,,246104624610564+1785146+1,246104624610564+1785618+1,1,
124,124,,,246109524611752+1785146+1,246109524611752+1785618+1,1,
124,124,,,246100624610063+1785147+1,246100624610063+1785620+1,1,
124,124,,,246096424609654+1785166+1,246096424609654+1785641+0,1,
124,124,,,246096924610002+1785166+1,246096924610002+1785641+0,1,
124,124,,,246096924610003+1785166+1,246096924610003+1785641+0,1,
124,124,,,246096924610004+1785166+1,246096924610004+1785641+0,1,
124,124,,,246106124610632+1785166+1,246106124610632+1785641+0,1,
124,124,,,246108924610913+1785166+1,246108924610913+1785641+0,1,
124,124,,,246109524611753+1785166+1,246109524611753+1785641+0,1,
124,124,,,246096624610015+1785167+1,246096624610015+1785642+0,1,
124,124,,,246103924610402+1785175+0,246103924610402+1785652+0,1,
124,124,,,246103224610412+1785187+0,246103224610342+1785656+0,1,
124,124,,,246101124610281+1785193+0,246101124610281+1785665+0,1,
124,124,,,246106124610634+1785193+0,246106124610634+1785665+0,1,
124,124,,,246106724610841+1785193+0,246106724610841+1785665+0,1,
124,124,,,246109524611752+1785193+0,246109524611752+1785665+0,1,
124,124,,,246100424610051+1785200+0,246100424610051+1785668+0,1,
124,124,,,246101124610281+1785200+0,246101124610281+1785668+0,1,
124,124,,,246104624610561+1785200+0,246104624610561+1785668+0,1,
124,124,,,246106124610632+1785200+0,246106124610632+1785668+0,1,
124,124,,,246106724610841+1785200+0,246106724610841+1785668+0,1,
124,124,,,246100424610052+1785208+0,246100424610052+1785677+0,1,
124,124,,,246106124610632+1785208+0,246106124610632+1785677+0,1,
124,124,,,246106124610634+1785208+0,246106124610634+1785677+0,1,
124,124,,,246108924610912+1785208+0,246108924610912+1785677+0,1,
124,124,,,246108924610914+1785208+0,246108924610914+1785677+0,1,
124,124,,,246103924610402+1785209+0,246103924610402+1785679+0,1,
124,124,,,246108924610914+1785216+0,246108924610914+1785681+0,1,
124,124,,,246096224610001+1785229+0,246099724610002+1785695+0,1,
124,124,,,246101124610281+1785229+0,246101124610282+1785695+0,1,
124,124,,,246106724610843+1785229+0,246106724610844+1785695+0,1,
124,124,,,246106724610844+1785229+0,246105024611765+1785696+0,1,
124,124,,,246109524611753+1785229+0,246109524611754+1785695+0,1,
124,124,,,246100624610063+1785230+0,246100724610074+1788788+0,1,
124,124,,,246095924609595+1785239+0,246095924609595+1785335+0,1,
124,124,,,246096224610001+1785240+0,246096224610001+1785336+0,1,
124,124,,,246096224610004+1785240+0,246096224610004+1785336+0,1,
124,124,,,246104624610561+1785240+0,246104624610561+1785336+0,1,
124,124,,,246104624610563+1785240+0,246104624610563+1785336+0,1,
124,124,,,246106124610633+1785240+0,246106124610633+1785336+0,1,
124,124,,,246109524611751+1785240+0,246109524611751+1785336+0,1,
124,124,,,246096624610015+1785241+0,246096624610015+1785337+0,1,
124,124,,,246100824610095+1788134+0,246100824610095+1788478+0,1,
124,124,,,246104424610586+1788134+0,246104424610586+1788478+0,1,
124,124,,,246108824610931+1788134+0,246108824610931+1788478+0,1,
124,124,,,246099524610026+1788169+0,246099524610026+1788515+0,1,
124,124,,,246105124610586+1788169+0,246101624610586+1788515+0,1,
124,124,,,246108824610931+1788169+0,246108824610931+1788515+0,1,
124,124,,,246101624610306+1788181+0,246101624610586+1788527+0,1,
124,124,,,246096024609886+1788191+0,246096024609886+1788539+0,1,
124,124,,,246107224610866+1788202+0,246107224610866+1788555+0,1,
124,124,,,246096024609886+1788207+0,246096024609886+1788560+0,1,
124,124,,,246100724610095+1788209+0,246100724610095+1788562+0,1,
124,124,,,246101624610306+1788209+0,246101624610306+1788562+0,1,
124,124,,,246107224610866+1788209+0,246107224610866+1788562+0,1,
124,124,,,246110024611776+1788209+0,246110024611776+1788562+0,1,
124,124,,,246096024609886+1788215+0,246096024609886+1788568+0,1,
124,124,,,246101624610586+1788217+0,246101624610586+1788570+0,1,
124,124,,,246107224610866+1788217+0,246107224610866+1788570+0,1,
124,124,,,246108824610936+1788225+0,246108824610936+1788578+0,1,
124,124,,,246110024611776+1788225+0,246110024611776+1788578+0,1,
124,124,,,246100724610095+1788225+0,246100724610095+1788578+0,1,
124,124,,,246100724610096+1788233+0,246100824610096+1788586+0,1,
124,124,,,246099624611717+1788234+0,246099624611717+1788587+0,1,
124,124,,,246101624610306+1788247+0,246101624610306+1788599+0,1,
124,124,,,246099624611717+1788248+0,246099624611717+1788600+0,1,
124,124,,,246106024610656+1788255+0,246106024610656+1788607+0,1,
124,124,,,246096024609886+1788261+0,246096024609886+1788613+0,1,
124,124,,,246103524610446+1788263+0,246103524610446+1788615+0,1,
124,124,,,246106024610651+1788263+0,246106024610651+1788615+0,1,
124,124,,,246101624610586+1788271+0,246104224610446+1788623+0,1,
124,124,,,246099624611717+1788272+0,246099624611717+1788624+0,1,
124,124,,,246096024609886+1788277+0,246096024609886+1788629+0,1,
124,124,,,246100724610095+1788279+0,246100724610095+1788631+0,1,
124,124,,,246105124610586+1788279+0,246105124610586+1788631+0,1,
124,124,,,246107224610866+1788279+0,246107224610866+1788631+0,1,
124,124,,,246099524610026+1788300+0,246099524610026+1788647+0,1,
124,124,,,246108824610931+1788300+0,246108824610931+1788647+0,1,
124,124,,,246107224610866+1788308+0,246107224610866+1788655+0,1,
124,124,,,246101624610306+1788316+0,246101624610306+1788665+0,1,
124,124,,,246103524610446+1788316+0,246103524610446+1788665+0,1,
124,124,,,246105124610586+1788316+0,246105124610586+1788665+0,1,
124,124,,,246106024610651+1788316+0,246106024610651+1788665+0,1,
124,124,,,246100824610095+1788324+0,246100824610095+1788673+0,1,
124,124,,,246103524610446+1788336+0,246103524610446+1788685+0,1,
124,124,,,246108824610936+1788336+0,246108824610936+1788685+0,1,
124,124,,,246099624611717+1788337+0,246099624611717+1788686+0,1,
124,124,,,246100824610096+1788344+0,246100824610096+1788693+0,1,
124,124,,,246106024610651+1788352+0,246106024610651+1788703+0,1,
124,124,,,246106024610656+1788352+0,246106024610656+1788703+0,1,
124,124,,,246101624610586+1788360+0,246101624610586+1788711+0,1,
124,124,,,246110024611776+1788360+0,246110024611776+1788711+0,1,
124,124,,,246096024609886+1788366+0,246096024609886+1788719+0,1,
124,124,,,246107224610866+1788368+0,246107224610866+1788721+0,1,
124,124,,,246100824610096+1788377+0,246100824610096+1788731+0,1,
124,124,,,246108824610936+1788377+0,246108824610936+1788731+0,1,
124,124,,,246100724610095+1788385+0,246100724610095+1788739+0,1,
124,124,,,246101624610306+1788385+0,246101624610306+1788739+0,1,
124,124,,,246103524610444+1788385+0,246103524610444+1788739+0,1,
124,124,,,246105124610586+1788385+0,246105124610586+1788739+0,1,
124,124,,,246099624611717+1788386+0,246099624611717+1788740+0,1,
124,124,,,246099524610026+1788397+0,246099524610026+1788751+0,1,
124,124,,,246100724610094+1788397+0,246100724610094+1788751+0,1,
124,124,,,246105124610586+1788397+0,246105124610586+1788751+0,1,
124,124,,,246099524610026+1788408+0,246099524610026+1788767+0,1,
124,124,,,246100724610096+1788408+0,246100724610096+1788767+0,1,
124,124,,,246103524610444+1788408+0,246103524610444+1788767+0,1,
124,124,,,246107224610866+1788408+0,246107224610866+1788767+0,1,
124,124,,,246106024610651+1788410+0,246106024610651+1788769+0,1,
124,124,,,246095924610015+1784867+0,246095924610015+1785325+0,1,
124,124,,,246096224610251+1784868+0,246096224610001+1785326+0,1,
124,124,,,246096324610003+1784869+0,246096224610003+1785326+0,1,
124,124,,,246104724610563+1784869+0,246104624610563+1785326+0,1,
124,124,,,246103224610431+1784870+0,246103224610431+1785325+0,1,
124,124,,,246108924610892+1784871+0,246108924610912+1785326+0,1,
124,124,,,246103224610435+1784877+0,246103224610435+1785327+0,1,
124,124,,,246096224609941+1784878+0,246096224609941+1785327+0,1,
124,124,,,246100424610051+1784879+0,246100424610051+1785328+0,1,
124,124,,,246101124610283+1784879+0,246101124610283+1785328+0,1,
124,124,,,246106724610844+1784879+0,246106724610844+1785328+0,1,
124,124,,,246096224609632+1784920+1,246096224609632+1785382+1,1,
124,124,,,246096424609654+1784921+1,246096424609654+1785383+1,1,
124,124,,,246096924610004+1784921+1,246096924610004+1785383+1,1,
124,124,,,246103224610413+1784923+1,246103224610413+1785385+1,1,
124,124,,,246096224609632+1784926+1,246096224609632+1785387+0,1,
124,124,,,246096424609653+1784927+1,246096424609653+1785388+0,1,
124,124,,,246101124610283+1784927+1,246101124610283+1785388+0,1,
124,124,,,246108924610913+1784927+1,246108924610913+1785388+0,1,
124,124,,,246103224610411+1784929+1,246103224610411+1785390+0,1,
124,124,,,246100424610052+1784938+0,246100424610052+1785268+0,1,
124,124,,,246101124610282+1784938+0,246101124610282+1785268+0,1,
124,124,,,246101124610284+1784938+0,246101124610284+1785268+0,1,
124,124,,,246104624610561+1784938+0,246104624610561+1785268+0,1,
124,124,,,246106724610841+1784938+0,246106724610841+1785268+0,1,
124,124,,,246101524611765+1784951+0,246101524611765+1785401+0,1,
124,124,,,246103224610411+1784955+0,246103224610411+1785406+0,1,
124,124,,,246096224609631+1784963+0,246096224609631+1785408+0,1,
124,124,,,246100424610052+1784964+0,246100424610052+1785409+0,1,
124,124,,,246108924610912+1784964+0,246108924610912+1785409+0,1,
124,124,,,246109524611754+1784964+0,246109524611754+1785409+0,1,
124,124,,,246103224610411+1784966+0,246103224610411+1785411+0,1,
124,124,,,246095924609595+1784968+0,246095924610015+1785413+0,1,
124,124,,,246096924610003+1784970+0,246096224610003+1785414+0,1,
124,124,,,246096924610004+1784970+0,246096224610004+1785414+0,1,
124,124,,,246101124610284+1784970+0,246101124610284+1785414+0,1,
124,124,,,246108924610912+1784970+0,246108924610912+1785414+0,1,
124,124,,,246108924610913+1784970+0,246108924610913+1785414+0,1,
124,124,,,246103224610341+1784991+0,246103224610341+1785429+0,1,
124,124,,,246106124610633+1785005+0,246106124610633+1785447+0,1,
124,124,,,246106724610844+1785005+0,246106724610844+1785447+0,1,
124,124,,,246109524611752+1785005+0,246109524611752+1785447+0,1,
124,124,,,246100624610063+1785006+0,246100624610063+1785448+0,1,
124,124,,,246103224610341+1785006+0,246103224610341+1785448+0,1,
124,124,,,246103924610402+1785006+0,246103924610402+1785448+0,1,
124,124,,,246096224609632+1785014+0,246096224610002+1785454+0,1,
124,124,,,246106724610841+1785015+0,246106724610841+1785454+0,1,
124,124,,,246108924610912+1785015+0,246108924610912+1785454+0,1,
124,124,,,246109524611752+1785015+0,246109524611752+1785454+0,1,
124,124,,,246100624610063+1785016+0,246100624610063+1785455+0,1,
124,124,,,246096224609632+1785030+0,246096224610002+1785468+0,1,
124,124,,,246106724610841+1785031+0,246106724610841+1785468+0,1,
124,124,,,246108924610914+1785031+0,246108924610914+1785468+0,1,
124,124,,,246109524611751+1785031+0,246109524611751+1785468+0,1,
124,124,,,246109524611754+1785031+0,246109524611754+1785468+0,1,
124,124,,,246096224610004+1785040+0,246096224610004+1785475+0,1,
124,124,,,246104624610563+1785040+0,246104624610563+1785475+0,1,
124,124,,,246106724610841+1785040+0,246106724610841+1785475+0,1,
124,124,,,246108924610912+1785040+0,246108924610912+1785475+0,1,
124,124,,,246109524611751+1785040+0,246109524611751+1785475+0,1,
124,124,,,246103224610411+1785041+0,246103224610411+1785476+0,1,
124,124,,,246104624610563+1785049+0,246104624610563+1785484+1,1,
124,124,,,246106724610842+1785049+0,246106724610842+1785484+1,1,
124,124,,,246100624610063+1785051+0,246100624610063+1785485+1,1,
124,124,,,246104624610561+1785055+1,246104624610561+1785520+1,1,
124,124,,,246106124610634+1785055+1,246106124610634+1785520+1,1,
124,124,,,246108924610914+1785055+1,246108924610914+1785520+1,1,
124,124,,,246103924610402+1785133+1,246103924610402+1785607+1,1,
124,124,,,246096224609632+1785145+1,246096224609632+1785617+1,1,
124,124,,,246108924610912+1785146+1,246108924610912+1785618+1,1,
124,124,,,246108924610913+1785146+1,246108924610913+1785618+1,1,
124,124,,,246101124610283+1785166+1,246101124610283+1785641+0,1,
124,124,,,246101124610284+1785166+1,246101124610284+1785641+0,1,
124,124,,,246103224610411+1785168+1,246103224610411+1785643+0,1,
124,124,,,246103224610412+1785168+1,246103224610412+1785643+0,1,
124,124,,,246096224610003+1785185+0,246096224610003+1785655+0,1,
124,124,,,246104624610563+1785185+0,246104624610563+1785655+0,1,
124,124,,,246096624610015+1785186+0,246095924610015+1785654+0,1,
124,124,,,246103224610413+1785187+0,246103224610343+1785656+0,1,
124,124,,,246104624610564+1785193+0,246104624610564+1785665+0,1,
124,124,,,246106724610843+1785193+0,246106724610843+1785665+0,1,
124,124,,,246108924610912+1785193+0,246108924610912+1785665+0,1,
124,124,,,246103224610341+1785194+0,246103224610341+1785666+0,1,
124,124,,,246109524611752+1785200+0,246109524611752+1785668+0,1,
124,124,,,246109524611754+1785200+0,246109524611754+1785668+0,1,
124,124,,,246096224610001+1785208+0,246096224610001+1785677+0,1,
124,124,,,246101124610282+1785208+0,246101124610282+1785677+0,1,
124,124,,,246106724610843+1785208+0,246106724610843+1785677+0,1,
124,124,,,246109524611754+1785208+0,246109524611754+1785677+0,1,
124,124,,,246103924610401+1785209+0,246103924610401+1785679+0,1,
124,124,,,246096224610004+1785216+0,246096224610004+1785681+0,1,
124,124,,,246101124610282+1785216+0,246101124610282+1785681+0,1,
124,124,,,246095924610015+1785228+0,246096024610026+1788785+0,1,
124,124,,,246101524611765+1785228+0,246101624610306+1788789+0,1,
124,124,,,246108924610914+1785229+0,246105024611765+1785696+0,1,
124,124,,,246103624610435+1785239+0,246103624610435+1785335+0,1,
124,124,,,246096224610002+1785240+0,246096224610002+1785336+0,1,
124,124,,,246100424610051+1785240+0,246100424610051+1785336+0,1,
124,124,,,246103224610411+1785242+0,246103224610411+1785338+0,1,
124,124,,,246096024610026+1788130+0,246096024610026+1788478+0,1,
124,124,,,246096124609897+1788156+0,246096124609897+1788499+0,1,
124,124,,,246096124609897+1788168+0,246096124609897+1788514+0,1,
124,124,,,246106024610656+1788169+0,246106024610656+1788515+0,1,
124,124,,,246099624611717+1788182+0,246099624611717+1788528+0,1,
124,124,,,246099524610026+1788193+0,246099524610026+1788541+0,1,
124,124,,,246096024609886+1788201+0,246096024609886+1788554+0,1,
124,124,,,246099524610026+1788209+0,246099524610026+1788562+0,1,
124,124,,,246106024610651+1788209+0,246106024610651+1788562+0,1,
124,124,,,246100724610096+1788217+0,246100824610096+1788570+0,1,
124,124,,,246108824610931+1788233+0,246108824610931+1788586+0,1,
124,124,,,246108824610936+1788233+0,246108824610936+1788586+0,1,
124,124,,,246096024609886+1788245+0,246096024609886+1788597+0,1,
124,124,,,246101624610586+1788255+0,246101624610376+1788607+0,1,
124,124,,,246107224610866+1788255+0,246107224610866+1788607+0,1,
124,124,,,246100724610094+1788263+0,246100724610094+1788615+0,1,
124,124,,,246110024611776+1788263+0,246110024611776+1788615+0,1,
124,124,,,246110024611776+1788271+0,246110024611776+1788623+0,1,
124,124,,,246099524610026+1788279+0,246099524610026+1788631+0,1,
124,124,,,246106024610651+1788279+0,246106024610651+1788631+0,1,
124,124,,,246100724610096+1788300+0,246100724610096+1788647+0,1,
124,124,,,246101624610306+1788300+0,246101624610306+1788647+0,1,
124,124,,,246106024610656+1788300+0,246106024610656+1788647+0,1,
124,124,,,246099524610026+1788316+0,246099524610026+1788665+0,1,
124,124,,,246108824610931+1788316+0,246108824610931+1788665+0,1,
124,124,,,246108824610936+1788316+0,246108824610936+1788665+0,1,
124,124,,,246105124610586+1788336+0,246105124610586+1788685+0,1,
124,124,,,246107224610866+1788336+0,246107224610866+1788685+0,1,
124,124,,,246101624610586+1788344+0,246101624610586+1788693+0,1,
124,124,,,246106024610651+1788344+0,246106024610651+1788693+0,1,
124,124,,,246108824610936+1788344+0,246108824610936+1788693+0,1,
124,124,,,246096024609886+1788350+0,246096024609886+1788701+0,1,
124,124,,,246096124609897+1788351+0,246096124609897+1788702+0,1,
124,124,,,246107224610866+1788360+0,246107224610866+1788711+0,1,
124,124,,,246108824610931+1788360+0,246108824610931+1788711+0,1,
124,124,,,246108824610936+1788368+0,246108824610936+1788721+0,1,
124,124,,,246101624610306+1788368+0,246101624610306+1788721+0,1,
124,124,,,246101624610586+1788377+0,246101624610586+1788731+0,1,
124,124,,,246099624611717+1788378+0,246099624611717+1788732+0,1,
124,124,,,246099524610026+1788390+0,246099524610026+1788743+0,1,
124,124,,,246108824610936+1788390+0,246108824610936+1788743+0,1,
124,124,,,246110024611776+1788390+0,246110024611776+1788743+0,1,
124,124,,,246099624611717+1788398+0,246099624611717+1788752+0,1,
124,124,,,246106024610656+1788410+0,246106024610656+1788769+0,1,
124,124,,,246100524610052+1784869+0,246100424610052+1785326+0,1,
124,124,,,246101224610284+1784869+0,246101124610284+1785326+0,1,
124,124,,,246104724610564+1784869+0,246104624610564+1785326+0,1,
124,124,,,246103224610433+1784870+0,246103224610433+1785325+0,1,
