county,agency,year,months_reported,total_index_crimes,violent,murder,forcible_rape,robbery,aggravated_assault,property,burglary,larceny,motor_vehicle_theft,region
Westchester,Tuckahoe Vg PD,1997,,96,10,0,0,1,9,86,6,58,22,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1997,,460,43,0,1,11,31,417,35,356,26,Non-New York City
Westchester,Westchester County Park PD,1997,,24,2,0,0,0,2,22,2,18,2,Non-New York City
Westchester,Westchester County (RR-MN),1997,,166,13,0,2,11,0,153,5,146,2,Non-New York City
Westchester,Westchester County State Police,1997,,573,119,3,3,9,104,454,121,303,30,Non-New York City
Westchester,White Plains City PD,1997,,2608,175,1,6,67,101,2433,134,2082,217,Non-New York City
Westchester,Yonkers City PD,1997,,8178,1027,16,33,586,392,7151,1467,4020,1664,Non-New York City
Westchester,Yorktown Town PD,1997,,729,24,0,0,9,15,705,64,620,21,Non-New York City
Westchester,Ardsley Vg PD,1996,,61,6,0,0,0,6,55,12,37,6,Non-New York City
Westchester,Bedford Town PD,1996,,251,3,0,0,2,1,248,52,178,18,Non-New York City
Westchester,Briarcliff Manor Vg PD,1996,,78,3,0,0,1,2,75,15,56,4,Non-New York City
Westchester,Bronxville Vg PD,1996,,170,6,0,0,2,4,164,26,117,21,Non-New York City
Westchester,Buchanan Vg PD,1996,,42,11,0,0,0,11,31,9,20,2,Non-New York City
Westchester,Cortlandt Town PD,1996,,267,36,0,0,4,32,231,54,172,5,Non-New York City
Westchester,County Total,1996,,29486,3227,42,105,1541,1539,26259,4503,17809,3947,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1996,,34,0,0,0,0,0,34,1,33,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1996,,127,14,0,0,0,14,113,23,80,10,Non-New York City
Westchester,Dobbs Ferry Vg PD,1996,,153,18,1,0,2,15,135,17,101,17,Non-New York City
Westchester,Eastchester Town PD,1996,,355,21,4,1,8,8,334,35,230,69,Non-New York City
Westchester,Elmsford Vg PD,1996,,156,8,0,0,2,6,148,15,125,8,Non-New York City
Westchester,Greenburgh Town PD,1996,,1409,75,2,4,39,30,1334,171,982,181,Non-New York City
Westchester,Harrison Town PD,1996,,452,11,0,3,5,3,441,57,307,77,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1996,,101,6,0,0,4,2,95,23,66,6,Non-New York City
Westchester,Irvington Vg PD,1996,,69,8,0,0,1,7,61,11,44,6,Non-New York City
Westchester,Larchmont Vg PD,1996,,172,5,0,0,1,4,167,24,119,24,Non-New York City
Westchester,Mamaroneck Town PD,1996,,239,6,0,0,4,2,233,28,159,46,Non-New York City
Westchester,Mamaroneck Vg PD,1996,,642,51,0,2,7,42,591,97,380,114,Non-New York City
Westchester,Mount Kisco Vg PD,1996,,335,58,1,0,17,40,277,32,228,17,Non-New York City
Westchester,Mount Pleasant Town PD,1996,,444,45,2,4,6,33,399,63,280,56,Non-New York City
Westchester,Mount Vernon City PD,1996,,3715,783,9,22,430,322,2932,893,1410,629,Non-New York City
Westchester,New Castle Town PD,1996,,173,6,1,0,0,5,167,28,128,11,Non-New York City
Westchester,New Rochelle City PD,1996,,2677,199,2,10,103,84,2478,398,1754,326,Non-New York City
Westchester,North Castle Town PD,1996,,178,4,0,0,2,2,174,33,131,10,Non-New York City
Westchester,Ossining Town PD,1996,,62,5,0,0,0,5,57,11,43,3,Non-New York City
Westchester,Ossining Vg PD,1996,,810,83,0,6,32,45,727,179,487,61,Non-New York City
Westchester,Peekskill City PD,1996,,696,107,0,2,46,59,589,125,418,46,Non-New York City
Westchester,Pelham Manor Vg PD,1996,,287,16,1,1,11,3,271,24,194,53,Non-New York City
Westchester,Pelham Vg PD,1996,,228,10,0,0,8,2,218,31,162,25,Non-New York City
Westchester,Pleasantville Vg PD,1996,,138,24,0,0,3,21,114,14,90,10,Non-New York City
Westchester,Port Chester Vg PD,1996,,697,80,0,0,31,49,617,101,462,54,Non-New York City
Westchester,Rye Brook Vg PD,1996,,255,5,0,0,2,3,250,6,221,23,Non-New York City
Westchester,Rye City PD,1996,,273,5,0,0,2,3,268,27,220,21,Non-New York City
Westchester,Scarsdale Vg PD,1996,,287,4,0,0,3,1,283,31,218,34,Non-New York City
Westchester,Sleepy Hollow Vg PD,1996,,67,14,1,0,3,10,53,19,30,4,Non-New York City
Westchester,SUNY College At Purchase,1996,,157,2,0,1,0,1,155,11,132,12,Non-New York City
Westchester,Tarrytown Vg PD,1996,,264,19,0,1,5,13,245,53,164,28,Non-New York City
Westchester,Tuckahoe Vg PD,1996,,112,10,0,0,1,9,102,13,70,19,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1996,,485,70,2,3,13,52,415,33,349,33,Non-New York City
Westchester,Westchester County Park PD,1996,,24,2,0,0,0,2,22,0,22,0,Non-New York City
Westchester,Westchester County (RR-MN),1996,,198,17,0,0,17,0,181,7,174,0,Non-New York City
Westchester,Westchester County State Police,1996,,598,108,1,3,11,93,490,109,337,44,Non-New York City
Westchester,White Plains City PD,1996,,2602,137,1,7,65,64,2465,138,2132,195,Non-New York City
Westchester,Yonkers City PD,1996,,8211,1105,14,34,639,418,7106,1381,4125,1600,Non-New York City
Westchester,Yorktown Town PD,1996,,735,21,0,1,9,11,714,73,622,19,Non-New York City
Westchester,Ardsley Vg PD,1995,,102,8,0,0,4,4,94,26,62,6,Non-New York City
Westchester,Bedford Town PD,1995,,263,2,0,0,0,2,261,39,207,15,Non-New York City
Westchester,Briarcliff Manor Vg PD,1995,,108,4,0,0,1,3,104,12,88,4,Non-New York City
Westchester,Bronxville Vg PD,1995,,135,6,0,0,2,4,129,11,88,30,Non-New York City
Westchester,Buchanan Vg PD,1995,,43,5,0,0,0,5,38,14,23,1,Non-New York City
Westchester,Cortlandt Town PD,1995,,295,44,1,0,3,40,251,49,191,11,Non-New York City
Westchester,County Total,1995,,31001,3572,29,95,1757,1691,27429,4559,18796,4074,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1995,,36,0,0,0,0,0,36,0,36,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1995,,115,8,0,0,0,8,107,26,76,5,Non-New York City
Westchester,Dobbs Ferry Vg PD,1995,,238,36,0,0,6,30,202,21,160,21,Non-New York City
Westchester,Eastchester Town PD,1995,,405,18,0,1,6,11,387,20,304,63,Non-New York City
Westchester,Elmsford Vg PD,1995,,201,11,1,1,7,2,190,19,146,25,Non-New York City
Westchester,Greenburgh Town PD,1995,,1646,90,1,2,48,39,1556,211,1101,244,Non-New York City
Westchester,Harrison Town PD,1995,,595,11,0,1,7,3,584,90,426,68,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1995,,85,7,0,0,4,3,78,6,61,11,Non-New York City
Westchester,Irvington Vg PD,1995,,106,5,0,1,1,3,101,30,65,6,Non-New York City
Westchester,Larchmont Vg PD,1995,,206,3,0,0,0,3,203,44,139,20,Non-New York City
Westchester,Mamaroneck Town PD,1995,,279,10,0,2,4,4,269,26,187,56,Non-New York City
Westchester,Mamaroneck Vg PD,1995,,566,36,0,0,20,16,530,88,370,72,Non-New York City
Westchester,Mount Kisco Vg PD,1995,,412,52,0,0,7,45,360,42,284,34,Non-New York City
Westchester,Mount Pleasant Town PD,1995,,482,36,0,4,2,30,446,78,336,32,Non-New York City
Westchester,Mount Vernon City PD,1995,,3981,905,6,21,493,385,3076,766,1557,753,Non-New York City
Westchester,New Castle Town PD,1995,,176,5,0,0,2,3,171,25,130,16,Non-New York City
Westchester,New Rochelle City PD,1995,,2431,203,2,8,110,83,2228,340,1629,259,Non-New York City
Westchester,North Castle Town PD,1995,,192,5,0,0,3,2,187,45,132,10,Non-New York City
Westchester,Ossining Town PD,1995,,85,7,0,0,3,4,78,20,57,1,Non-New York City
Westchester,Ossining Vg PD,1995,,672,112,2,6,51,53,560,145,386,29,Non-New York City
Westchester,Peekskill City PD,1995,,997,144,0,6,54,84,853,238,576,39,Non-New York City
Westchester,Pelham Manor Vg PD,1995,,306,15,1,0,11,3,291,23,210,58,Non-New York City
Westchester,Pelham Vg PD,1995,,282,11,0,0,7,4,271,48,198,25,Non-New York City
Westchester,Pleasantville Vg PD,1995,,162,14,0,1,0,13,148,32,112,4,Non-New York City
Westchester,Port Chester Vg PD,1995,,725,79,0,2,31,46,646,55,522,69,Non-New York City
Westchester,Rye Brook Vg PD,1995,,257,4,0,0,2,2,253,23,213,17,Non-New York City
Westchester,Rye City PD,1995,,372,10,0,1,1,8,362,48,284,30,Non-New York City
Westchester,Scarsdale Vg PD,1995,,300,8,0,0,6,2,292,28,236,28,Non-New York City
Westchester,Sleepy Hollow Vg PD,1995,,74,12,0,0,8,4,62,12,45,5,Non-New York City
Westchester,SUNY College At Purchase,1995,,177,2,0,0,1,1,175,14,153,8,Non-New York City
Westchester,Tarrytown Vg PD,1995,,334,42,1,2,6,33,292,39,209,44,Non-New York City
Westchester,Tuckahoe Vg PD,1995,,126,16,0,1,2,13,110,10,86,14,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1995,,495,40,0,2,12,26,455,32,393,30,Non-New York City
Westchester,Westchester County Park PD,1995,,27,1,0,0,0,1,26,3,23,0,Non-New York City
Westchester,Westchester County (RR-MN),1995,,349,171,0,0,23,148,178,10,166,2,Non-New York City
Westchester,Westchester County State Police,1995,,625,92,3,4,9,76,533,107,381,45,Non-New York City
Westchester,White Plains City PD,1995,,2507,137,2,2,69,64,2370,153,2058,159,Non-New York City
Westchester,Yonkers City PD,1995,,8364,1137,9,25,730,373,7227,1400,4140,1687,Non-New York City
Westchester,Yorktown Town PD,1995,,667,8,0,2,1,5,659,91,550,18,Non-New York City
Westchester,Ardsley Vg PD,1994,,87,10,0,1,0,9,77,21,48,8,Non-New York City
Westchester,Bedford Town PD,1994,,269,1,0,0,0,1,268,42,216,10,Non-New York City
Westchester,Briarcliff Manor Vg PD,1994,,101,2,0,0,0,2,99,20,76,3,Non-New York City
Westchester,Bronxville Vg PD,1994,,133,9,1,0,3,5,124,24,70,30,Non-New York City
Westchester,Buchanan Vg PD,1994,,43,7,0,0,0,7,36,7,27,2,Non-New York City
Westchester,Cortlandt Town PD,1994,,304,45,0,0,5,40,259,58,192,9,Non-New York City
Westchester,County Total,1994,,31166,3632,28,129,1832,1643,27534,5037,17747,4750,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1994,,33,0,0,0,0,0,33,0,33,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1994,,126,10,0,0,0,10,116,16,89,11,Non-New York City
Westchester,Dobbs Ferry Vg PD,1994,,231,24,1,0,2,21,207,33,166,8,Non-New York City
Westchester,Eastchester Town PD,1994,,411,16,0,1,7,8,395,37,291,67,Non-New York City
Westchester,Elmsford Vg PD,1994,,157,21,0,1,11,9,136,11,109,16,Non-New York City
Westchester,Greenburgh Town PD,1994,,1507,77,1,6,39,31,1430,187,1025,218,Non-New York City
Westchester,Harrison Town PD,1994,,497,11,0,2,4,5,486,90,321,75,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1994,,122,10,0,0,7,3,112,18,79,15,Non-New York City
Westchester,Irvington Vg PD,1994,,96,5,0,0,0,5,91,31,50,10,Non-New York City
Westchester,Larchmont Vg PD,1994,,272,10,0,0,1,9,262,54,169,39,Non-New York City
Westchester,Mamaroneck Town PD,1994,,338,5,0,0,3,2,333,44,208,81,Non-New York City
Westchester,Mamaroneck Vg PD,1994,,598,24,0,0,17,7,574,80,405,89,Non-New York City
Westchester,Mount Kisco Vg PD,1994,,312,57,0,3,9,45,255,31,210,14,Non-New York City
Westchester,Mount Pleasant Town PD,1994,,391,21,1,0,4,16,370,73,251,46,Non-New York City
Westchester,Mount Vernon City PD,1994,,4105,850,6,25,439,380,3255,885,1453,917,Non-New York City
Westchester,New Castle Town PD,1994,,147,3,0,0,1,2,144,26,101,17,Non-New York City
Westchester,New Rochelle City PD,1994,,2841,231,0,15,132,84,2610,476,1727,407,Non-New York City
Westchester,North Castle Town PD,1994,,160,8,0,0,4,4,152,25,121,6,Non-New York City
Westchester,Ossining Town PD,1994,,96,6,0,0,1,5,90,15,70,5,Non-New York City
Westchester,Ossining Vg PD,1994,,688,111,0,10,43,58,577,149,397,31,Non-New York City
Westchester,Peekskill City PD,1994,,887,201,0,2,32,167,686,138,491,57,Non-New York City
Westchester,Pelham Manor Vg PD,1994,,260,9,0,0,9,0,251,25,169,57,Non-New York City
Westchester,Pelham Vg PD,1994,,207,8,0,0,6,2,199,43,142,14,Non-New York City
Westchester,Pleasantville Vg PD,1994,,109,24,0,1,6,17,85,14,63,8,Non-New York City
Westchester,Port Chester Vg PD,1994,,1080,105,0,1,51,53,975,114,760,101,Non-New York City
Westchester,Rye Brook Vg PD,1994,,226,8,0,1,2,5,218,24,175,19,Non-New York City
Westchester,Rye City PD,1994,,298,3,0,0,2,1,295,42,215,38,Non-New York City
Westchester,Scarsdale Vg PD,1994,,237,1,0,0,0,1,236,46,163,27,Non-New York City
Westchester,Sleepy Hollow Vg PD,1994,,70,12,0,0,9,3,58,10,43,5,Non-New York City
Westchester,SUNY College At Purchase,1994,,149,2,0,1,1,0,147,4,134,9,Non-New York City
Westchester,Tarrytown Vg PD,1994,,315,21,1,0,7,13,294,41,219,34,Non-New York City
Westchester,Tuckahoe Vg PD,1994,,113,15,0,3,1,11,98,5,79,14,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1994,,412,46,0,8,9,29,366,23,312,31,Non-New York City
Westchester,Westchester County Park PD,1994,,29,0,0,0,0,0,29,2,27,0,Non-New York City
Westchester,Westchester County (RR-MN),1994,,142,24,0,0,24,0,118,21,97,0,Non-New York City
Westchester,Westchester County State Police,1994,,649,86,1,3,8,74,563,142,353,68,Non-New York City
Westchester,White Plains City PD,1994,,2535,133,2,3,61,67,2402,192,1973,237,Non-New York City
Westchester,Yonkers City PD,1994,,8724,1350,14,41,868,427,7374,1624,3871,1879,Non-New York City
Westchester,Yorktown Town PD,1994,,659,10,0,1,4,5,649,74,557,18,Non-New York City
Westchester,Ardsley Vg PD,1993,,107,15,0,0,6,9,92,33,52,7,Non-New York City
Westchester,Bedford Town PD,1993,,298,3,0,1,1,1,295,43,232,20,Non-New York City
Westchester,Briarcliff Manor Vg PD,1993,,120,5,0,0,1,4,115,18,91,6,Non-New York City
Westchester,Bronxville Vg PD,1993,,151,10,0,0,4,6,141,25,87,29,Non-New York City
Westchester,Buchanan Vg PD,1993,,43,1,0,0,0,1,42,6,35,1,Non-New York City
Westchester,Cortlandt Town PD,1993,,401,59,0,2,12,45,342,64,266,12,Non-New York City
Westchester,County Total,1993,,32727,3840,34,123,1870,1813,28887,5451,18627,4809,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1993,,137,9,0,0,1,8,128,21,92,15,Non-New York City
Westchester,Dobbs Ferry Vg PD,1993,,311,36,0,2,3,31,275,47,216,12,Non-New York City
Westchester,Eastchester Town PD,1993,,411,16,1,1,4,10,395,46,281,68,Non-New York City
Westchester,Elmsford Vg PD,1993,,230,21,0,0,10,11,209,24,166,19,Non-New York City
Westchester,Greenburgh Town PD,1993,,1640,96,0,2,48,46,1544,188,1135,221,Non-New York City
Westchester,Harrison Town PD,1993,,531,9,0,3,4,2,522,86,359,77,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1993,,139,6,0,1,3,2,133,15,104,14,Non-New York City
Westchester,Irvington Vg PD,1993,,94,3,0,0,0,3,91,39,49,3,Non-New York City
Westchester,Larchmont Vg PD,1993,,180,11,0,0,0,11,169,28,127,14,Non-New York City
Westchester,Mamaroneck Town PD,1993,,255,2,0,0,2,0,253,50,145,58,Non-New York City
Westchester,Mamaroneck Vg PD,1993,,560,15,0,1,10,4,545,63,398,84,Non-New York City
Westchester,Mount Kisco Vg PD,1993,,365,55,0,0,11,44,310,42,245,23,Non-New York City
Westchester,Mount Pleasant Town PD,1993,,427,13,1,2,4,6,414,74,311,29,Non-New York City
Westchester,Mount Vernon City PD,1993,,4462,951,5,31,436,479,3511,961,1628,922,Non-New York City
Westchester,New Castle Town PD,1993,,180,1,1,0,0,0,179,38,128,13,Non-New York City
Westchester,New Rochelle City PD,1993,,2022,249,3,9,145,92,1773,568,869,336,Non-New York City
Westchester,North Castle Town PD,1993,,195,11,0,0,2,9,184,44,132,8,Non-New York City
Westchester,Ossining Town PD,1993,,77,8,0,1,1,6,69,14,46,9,Non-New York City
Westchester,Ossining Vg PD,1993,,672,78,0,2,62,14,594,148,409,37,Non-New York City
Westchester,Peekskill City PD,1993,,877,155,1,5,33,116,722,141,508,73,Non-New York City
Westchester,Pelham Manor Vg PD,1993,,384,9,0,0,9,0,375,12,281,82,Non-New York City
Westchester,Pelham Vg PD,1993,,215,13,0,0,6,7,202,53,125,24,Non-New York City
Westchester,Pleasantville Vg PD,1993,,120,25,0,0,2,23,95,25,59,11,Non-New York City
Westchester,Port Chester Vg PD,1993,,1123,102,1,3,55,43,1021,138,758,125,Non-New York City
Westchester,Rye Brook Vg PD,1993,,231,15,0,0,4,11,216,37,166,13,Non-New York City
Westchester,Rye City PD,1993,,298,4,1,0,2,1,294,55,207,32,Non-New York City
Westchester,Scarsdale Vg PD,1993,,249,2,0,0,1,1,247,56,174,17,Non-New York City
Westchester,Sleepy Hollow Vg PD,1993,,207,30,0,0,8,22,177,36,125,16,Non-New York City
Westchester,SUNY College At Purchase,1993,,141,1,0,0,1,0,140,2,133,5,Non-New York City
Westchester,Tarrytown Vg PD,1993,,299,24,0,0,4,20,275,50,189,36,Non-New York City
Westchester,Tuckahoe Vg PD,1993,,123,11,0,0,2,9,112,9,85,18,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1993,,604,113,0,11,18,84,491,22,395,74,Non-New York City
Westchester,Westchester County Park PD,1993,,27,1,0,0,0,1,26,0,26,0,Non-New York City
Westchester,Westchester County (RR-MN),1993,,18,3,0,1,0,2,15,4,11,0,Non-New York City
Westchester,Westchester County State Police,1993,,644,103,1,4,14,84,541,127,349,65,Non-New York City
Westchester,White Plains City PD,1993,,2866,182,0,7,84,91,2684,205,2201,278,Non-New York City
Westchester,Yonkers City PD,1993,,9494,1351,19,34,852,446,8143,1682,4593,1868,Non-New York City
Westchester,Yorktown Town PD,1993,,799,13,0,0,5,8,786,112,639,35,Non-New York City
Westchester,Ardsley Vg PD,1992,,106,17,0,0,5,12,89,20,57,12,Non-New York City
Westchester,Bedford Town PD,1992,,423,5,0,1,1,3,418,68,324,26,Non-New York City
Westchester,Briarcliff Manor Vg PD,1992,,119,2,0,0,1,1,117,17,95,5,Non-New York City
Westchester,Bronxville Vg PD,1992,,194,8,0,0,5,3,186,33,128,25,Non-New York City
Westchester,Buchanan Vg PD,1992,,50,5,0,1,0,4,45,1,38,6,Non-New York City
Westchester,Cortlandt Town PD,1992,,420,64,0,5,4,55,356,88,254,14,Non-New York City
Westchester,County Total,1992,,34275,3722,32,133,1780,1777,30553,6118,19526,4909,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1992,,21,0,0,0,0,0,21,0,21,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1992,,192,13,0,0,1,12,179,53,104,22,Non-New York City
Westchester,Dobbs Ferry Vg PD,1992,,290,22,0,0,5,17,268,52,190,26,Non-New York City
Westchester,Eastchester Town PD,1992,,459,26,0,0,11,15,433,64,314,55,Non-New York City
Westchester,Elmsford Vg PD,1992,,230,15,0,1,6,8,215,39,147,29,Non-New York City
Westchester,Greenburgh Town PD,1992,,1725,141,0,9,65,67,1584,215,1149,220,Non-New York City
Westchester,Harrison Town PD,1992,,655,13,0,1,6,6,642,153,432,57,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1992,,128,3,0,1,0,2,125,37,74,14,Non-New York City
Westchester,Irvington Vg PD,1992,,99,3,0,0,0,3,96,28,64,4,Non-New York City
Westchester,Larchmont Vg PD,1992,,203,6,2,0,0,4,197,33,129,35,Non-New York City
Westchester,Mamaroneck Town PD,1992,,324,3,0,0,3,0,321,88,172,61,Non-New York City
Westchester,Mamaroneck Vg PD,1992,,723,22,1,1,12,8,701,179,432,90,Non-New York City
Westchester,Mount Kisco Vg PD,1992,,343,20,0,1,11,8,323,54,247,22,Non-New York City
Westchester,Mount Pleasant Town PD,1992,,432,10,1,0,5,4,422,88,309,25,Non-New York City
Westchester,Mount Vernon City PD,1992,,4380,843,8,33,399,403,3537,887,1581,1069,Non-New York City
Westchester,New Castle Town PD,1992,,207,4,0,0,0,4,203,26,164,13,Non-New York City
Westchester,New Rochelle City PD,1992,,2377,373,3,6,176,188,2004,594,1021,389,Non-New York City
Westchester,North Castle Town PD,1992,,236,6,1,0,3,2,230,69,152,9,Non-New York City
Westchester,Ossining Town PD,1992,,103,2,0,0,0,2,101,12,79,10,Non-New York City
Westchester,Ossining Vg PD,1992,,628,59,0,1,47,11,569,145,392,32,Non-New York City
Westchester,Peekskill City PD,1992,,877,171,1,12,36,122,706,158,477,71,Non-New York City
Westchester,Pelham Manor Vg PD,1992,,529,15,0,0,13,2,514,45,397,72,Non-New York City
Westchester,Pelham Vg PD,1992,,216,15,0,1,9,5,201,35,148,18,Non-New York City
Westchester,Pleasantville Vg PD,1992,,154,16,0,3,1,12,138,22,104,12,Non-New York City
Westchester,Port Chester Vg PD,1992,,1198,97,0,3,61,33,1101,180,789,132,Non-New York City
Westchester,Rye Brook Vg PD,1992,,303,9,0,0,3,6,294,33,218,43,Non-New York City
Westchester,Rye City PD,1992,,418,6,0,1,1,4,412,86,279,47,Non-New York City
Westchester,Scarsdale Vg PD,1992,,397,8,0,0,3,5,389,133,232,24,Non-New York City
Westchester,Sleepy Hollow Vg PD,1992,,262,48,0,2,7,39,214,54,140,20,Non-New York City
Westchester,SUNY College At Purchase,1992,,166,3,0,3,0,0,163,6,152,5,Non-New York City
Westchester,Tarrytown Vg PD,1992,,394,22,0,1,7,14,372,60,266,46,Non-New York City
Westchester,Tuckahoe Vg PD,1992,,159,15,0,1,4,10,144,18,115,11,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1992,,570,130,0,1,12,117,440,19,369,52,Non-New York City
Westchester,Westchester County Park PD,1992,,18,0,0,0,0,0,18,2,16,0,Non-New York City
Westchester,Westchester County (RR-MN),1992,,191,21,0,0,13,8,170,18,151,1,Non-New York City
Westchester,Westchester County State Police,1992,,647,93,0,2,13,78,554,156,329,69,Non-New York City
Westchester,White Plains City PD,1992,,2750,182,0,4,78,100,2568,199,2153,216,Non-New York City
Westchester,Yonkers City PD,1992,,9087,1171,14,38,751,368,7916,1723,4417,1776,Non-New York City
Westchester,Yorktown Town PD,1992,,872,15,1,0,2,12,857,128,705,24,Non-New York City
Westchester,Ardsley Vg PD,1991,,99,16,0,1,4,11,83,13,66,4,Non-New York City
Westchester,Bedford Town PD,1991,,452,17,0,2,1,14,435,78,316,41,Non-New York City
Westchester,Briarcliff Manor Vg PD,1991,,102,6,0,0,2,4,96,13,75,8,Non-New York City
Westchester,Bronxville Vg PD,1991,,150,8,0,0,5,3,142,28,91,23,Non-New York City
Westchester,Buchanan Vg PD,1991,,51,4,0,0,0,4,47,10,31,6,Non-New York City
Westchester,Cortlandt Town PD,1991,,402,33,0,0,3,30,369,88,270,11,Non-New York City
Westchester,County Total,1991,,37118,3933,36,120,2037,1740,33185,6365,20513,6307,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1991,,1,0,0,0,0,0,1,0,1,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1991,,177,14,0,0,5,9,163,29,105,29,Non-New York City
Westchester,Dobbs Ferry Vg PD,1991,,230,14,0,0,3,11,216,24,163,29,Non-New York City
Westchester,Eastchester Town PD,1991,,414,23,0,0,9,14,391,53,282,56,Non-New York City
Westchester,Elmsford Vg PD,1991,,303,28,1,0,9,18,275,50,199,26,Non-New York City
Westchester,Greenburgh Town PD,1991,,2073,147,0,6,69,72,1926,307,1305,314,Non-New York City
Westchester,Harrison Town PD,1991,,607,18,2,0,9,7,589,115,409,65,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1991,,218,6,0,1,4,1,212,46,132,34,Non-New York City
Westchester,Irvington Vg PD,1991,,80,3,0,0,1,2,77,21,46,10,Non-New York City
Westchester,Larchmont Vg PD,1991,,254,7,0,2,3,2,247,45,161,41,Non-New York City
Westchester,Mamaroneck Town PD,1991,,282,13,0,0,7,6,269,44,163,62,Non-New York City
Westchester,Mamaroneck Vg PD,1991,,632,33,0,1,16,16,599,107,385,107,Non-New York City
Westchester,Mount Kisco Vg PD,1991,,377,12,0,0,8,4,365,60,268,37,Non-New York City
Westchester,Mount Pleasant Town PD,1991,,414,10,1,0,5,4,404,68,289,47,Non-New York City
Westchester,Mount Vernon City PD,1991,,4948,948,11,18,446,473,4000,1042,1709,1249,Non-New York City
Westchester,New Castle Town PD,1991,,188,8,0,2,0,6,180,21,140,19,Non-New York City
Westchester,New Rochelle City PD,1991,,2236,301,3,8,185,105,1935,506,956,473,Non-New York City
Westchester,North Castle Town PD,1991,,229,9,0,0,1,8,220,47,162,11,Non-New York City
Westchester,Ossining Town PD,1991,,100,7,0,0,0,7,93,15,67,11,Non-New York City
Westchester,Ossining Vg PD,1991,,632,61,0,4,37,20,571,159,369,43,Non-New York City
Westchester,Peekskill City PD,1991,,852,96,2,8,29,57,756,180,448,128,Non-New York City
Westchester,Pelham Manor Vg PD,1991,,521,15,0,0,14,1,506,36,381,89,Non-New York City
Westchester,Pelham Vg PD,1991,,267,18,0,0,17,1,249,47,165,37,Non-New York City
Westchester,Pleasantville Vg PD,1991,,209,3,0,0,0,3,206,24,159,23,Non-New York City
Westchester,Port Chester Vg PD,1991,,1284,122,3,6,47,66,1162,171,857,134,Non-New York City
Westchester,Rye Brook Vg PD,1991,,239,7,0,2,0,5,232,28,174,30,Non-New York City
Westchester,Rye City PD,1991,,350,3,0,0,3,0,347,58,256,33,Non-New York City
Westchester,Scarsdale Vg PD,1991,,377,15,0,0,3,12,362,35,283,44,Non-New York City
Westchester,Sleepy Hollow Vg PD,1991,,155,28,0,1,10,17,127,23,82,22,Non-New York City
Westchester,SUNY College At Purchase,1991,,189,1,0,1,0,0,188,8,165,15,Non-New York City
Westchester,Tarrytown Vg PD,1991,,365,10,1,0,5,4,355,62,249,44,Non-New York City
Westchester,Tuckahoe Vg PD,1991,,124,15,0,0,3,12,109,23,69,17,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1991,,643,128,1,2,31,94,515,19,428,68,Non-New York City
Westchester,Westchester County Park PD,1991,,12,1,0,0,1,0,11,1,10,0,Non-New York City
Westchester,Westchester County (RR-MN),1991,,150,22,0,0,13,9,128,23,105,0,Non-New York City
Westchester,Westchester County (RR-RC),1991,,2,0,0,0,0,0,2,0,2,0,Non-New York City
Westchester,Westchester County State Police,1991,,706,136,0,3,8,125,570,182,322,66,Non-New York City
Westchester,White Plains City PD,1991,,3248,234,1,2,117,114,3014,231,2520,263,Non-New York City
Westchester,Yonkers City PD,1991,,10927,1318,9,48,901,360,9609,2115,4992,2502,Non-New York City
Westchester,Yorktown Town PD,1991,,847,15,1,2,3,9,832,110,686,36,Non-New York City
Westchester,Ardsley Vg PD,1990,,100,13,0,0,4,9,87,16,68,3,Non-New York City
Westchester,Bedford Town PD,1990,,383,16,0,1,1,14,367,66,267,34,Non-New York City
Westchester,Briarcliff Manor Vg PD,1990,,98,3,0,0,0,3,95,18,68,9,Non-New York City
Westchester,Bronxville Vg PD,1990,,213,11,0,0,3,8,202,14,159,29,Non-New York City
Westchester,Buchanan Vg PD,1990,,48,6,0,0,1,5,42,3,37,2,Non-New York City
Westchester,Cortlandt Town PD,1990,,385,20,0,1,4,15,365,40,310,15,Non-New York City
