county,agency,year,months_reported,total_index_crimes,violent,murder,forcible_rape,robbery,aggravated_assault,property,burglary,larceny,motor_vehicle_theft,region
Westchester,North Castle Town PD,2003,12,151,7,0,2,1,4,144,26,110,8,Non-New York City
Westchester,Ossining Town PD,2003,12,72,7,0,0,0,7,65,10,53,2,Non-New York City
Westchester,Ossining Vg PD,2003,12,442,102,0,6,32,64,340,41,255,44,Non-New York City
Westchester,Peekskill City PD,2003,12,342,69,1,1,28,39,273,49,200,24,Non-New York City
Westchester,Pelham Manor Vg PD,2003,12,92,10,0,0,8,2,82,10,67,5,Non-New York City
Westchester,Pelham Vg PD,2003,12,149,7,0,1,3,3,142,25,112,5,Non-New York City
Westchester,Pleasantville Vg PD,2003,12,54,12,0,0,1,11,42,8,28,6,Non-New York City
Westchester,Port Chester Vg PD,2003,12,873,91,0,4,48,39,782,109,617,56,Non-New York City
Westchester,Pound Ridge Town PD,2003,12,55,3,0,0,0,3,52,7,44,1,Non-New York City
Westchester,Rye Brook Vg PD,2003,12,101,2,1,0,0,1,99,9,86,4,Non-New York City
Westchester,Rye City PD,2003,12,231,1,0,0,0,1,230,20,206,4,Non-New York City
Westchester,Scarsdale Vg PD,2003,12,232,5,0,0,5,0,227,28,189,10,Non-New York City
Westchester,Sleepy Hollow Vg PD,2003,12,1,0,0,0,0,0,1,0,0,1,Non-New York City
Westchester,SUNY College at Purchase,2003,12,136,1,0,1,0,0,135,16,119,0,Non-New York City
Westchester,Tarrytown Vg PD,2003,12,161,22,0,0,5,17,139,30,99,10,Non-New York City
Westchester,Tuckahoe Vg PD,2003,12,80,16,0,0,4,12,64,13,44,7,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2003,12,320,50,0,2,4,44,270,32,224,14,Non-New York City
Westchester,Westchester County MTA,2003,12,112,25,0,1,10,14,87,2,81,4,Non-New York City
Westchester,Westchester County Park PD,2003,12,27,1,0,0,0,1,26,0,26,0,Non-New York City
Westchester,Westchester County (RR-CSX),2003,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Westchester,Westchester County State Police,2003,12,520,88,0,10,17,61,432,72,330,30,Non-New York City
Westchester,White Plains City PD,2003,12,1901,225,2,11,82,130,1676,134,1459,83,Non-New York City
Westchester,Yonkers City PD,2003,12,4668,879,13,25,454,387,3789,816,2185,788,Non-New York City
Westchester,Yorktown Town PD,2003,12,637,50,0,1,13,36,587,45,522,20,Non-New York City
Westchester,Ardsley Vg PD,2002,12,45,4,0,0,2,2,41,7,31,3,Non-New York City
Westchester,Bedford Town PD,2002,12,259,14,0,1,3,10,245,33,195,17,Non-New York City
Westchester,Briarcliff Manor Vg PD,2002,12,60,2,0,0,1,1,58,8,45,5,Non-New York City
Westchester,Bronxville Vg PD,2002,12,75,4,0,0,2,2,71,14,45,12,Non-New York City
Westchester,Buchanan Vg PD,2002,12,54,2,0,0,1,1,52,5,43,4,Non-New York City
Westchester,County Total,2002,,19948,2575,33,78,1057,1407,17373,2747,12583,2043,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),2002,12,22,2,1,0,0,1,20,0,20,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2002,12,157,5,0,0,1,4,152,18,128,6,Non-New York City
Westchester,Dobbs Ferry Vg PD,2002,12,126,19,0,0,3,16,107,24,75,8,Non-New York City
Westchester,Eastchester Town PD,2002,12,298,14,0,0,3,11,284,35,223,26,Non-New York City
Westchester,Elmsford Vg PD,2002,12,96,16,0,0,6,10,80,8,68,4,Non-New York City
Westchester,Greenburgh Town PD,2002,12,1115,57,0,3,27,27,1058,135,841,82,Non-New York City
Westchester,Harrison Town PD,2002,12,354,12,0,4,2,6,342,65,267,10,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2002,12,85,3,0,0,1,2,82,5,71,6,Non-New York City
Westchester,Irvington Vg PD,2002,12,50,3,0,0,0,3,47,19,23,5,Non-New York City
Westchester,Larchmont Vg PD,2002,12,114,3,0,0,2,1,111,19,83,9,Non-New York City
Westchester,Lewisboro Town PD,2002,12,138,1,0,0,0,1,137,12,124,1,Non-New York City
Westchester,Mamaroneck Town PD,2002,12,143,7,0,0,2,5,136,23,98,15,Non-New York City
Westchester,Mamaroneck Vg PD,2002,12,268,10,0,0,3,7,258,42,188,28,Non-New York City
Westchester,Mount Kisco Vg PD,2002,12,295,38,0,0,13,25,257,24,213,20,Non-New York City
Westchester,Mount Pleasant Town PD,2002,12,229,21,1,0,4,16,208,38,157,13,Non-New York City
Westchester,Mount Vernon City PD,2002,12,2189,436,10,18,199,209,1753,407,1009,337,Non-New York City
Westchester,New Castle Town PD,2002,12,148,6,0,0,0,6,142,23,112,7,Non-New York City
Westchester,New Rochelle City PD,2002,12,1854,262,2,3,125,132,1592,218,1194,180,Non-New York City
Westchester,North Castle Town PD,2002,12,142,7,0,2,3,2,135,32,96,7,Non-New York City
Westchester,Ossining Town PD,2002,12,81,10,0,1,0,9,71,16,51,4,Non-New York City
Westchester,Ossining Vg PD,2002,12,433,124,0,5,46,73,309,44,236,29,Non-New York City
Westchester,Peekskill City PD,2002,12,268,55,1,4,17,33,213,47,154,12,Non-New York City
Westchester,Pelham Manor Vg PD,2002,12,134,6,0,0,4,2,128,10,111,7,Non-New York City
Westchester,Pelham Vg PD,2002,12,122,5,0,0,2,3,117,12,100,5,Non-New York City
Westchester,Pleasantville Vg PD,2002,12,53,7,0,0,0,7,46,8,34,4,Non-New York City
Westchester,Port Chester Vg PD,2002,12,883,106,0,3,61,42,777,88,607,82,Non-New York City
Westchester,Pound Ridge Town PD,2002,12,79,13,0,0,0,13,66,18,45,3,Non-New York City
Westchester,Rye Brook Vg PD,2002,12,141,4,0,2,1,1,137,12,111,14,Non-New York City
Westchester,Rye City PD,2002,12,207,4,0,0,1,3,203,31,161,11,Non-New York City
Westchester,Scarsdale Vg PD,2002,12,291,1,0,0,1,0,290,37,233,20,Non-New York City
Westchester,Sleepy Hollow Vg PD,2002,12,50,18,0,0,2,16,32,5,17,10,Non-New York City
Westchester,SUNY College At Purchase,2002,12,123,1,0,0,0,1,122,11,111,0,Non-New York City
Westchester,Tarrytown Vg PD,2002,12,197,20,0,6,2,12,177,41,115,21,Non-New York City
Westchester,Tuckahoe Vg PD,2002,12,62,5,0,0,0,5,57,9,35,13,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2002,12,387,49,0,3,2,44,338,33,290,15,Non-New York City
Westchester,Westchester County MTA,2002,12,84,8,0,0,5,3,76,2,71,3,Non-New York City
Westchester,Westchester County Park PD,2002,12,11,0,0,0,0,0,11,0,11,0,Non-New York City
Westchester,Westchester County (RR-CSX),2002,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Westchester,Westchester County State Police,2002,12,654,60,2,3,10,45,594,128,424,42,Non-New York City
Westchester,White Plains City PD,2002,12,2033,198,3,5,71,119,1835,158,1564,113,Non-New York City
Westchester,Yonkers City PD,2002,12,4676,893,13,11,419,450,3783,746,2225,812,Non-New York City
Westchester,Yorktown Town PD,2002,12,660,40,0,4,10,26,620,77,525,18,Non-New York City
Westchester,Ardsley Vg PD,2001,,82,7,0,0,2,5,75,11,58,6,Non-New York City
Westchester,Bedford Town PD,2001,,240,13,0,1,1,11,227,30,174,23,Non-New York City
Westchester,Briarcliff Manor Vg PD,2001,,104,6,0,0,2,4,98,12,77,9,Non-New York City
Westchester,Bronxville Vg PD,2001,,72,6,0,0,1,5,66,13,40,13,Non-New York City
Westchester,Buchanan Vg PD,2001,,35,2,0,0,0,2,33,8,25,0,Non-New York City
Westchester,County Total,2001,,21591,2789,18,90,1136,1545,18802,2758,13729,2315,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2001,,123,5,0,0,1,4,118,29,84,5,Non-New York City
Westchester,Dobbs Ferry Vg PD,2001,,148,19,0,0,1,18,129,25,96,8,Non-New York City
Westchester,Eastchester Town PD,2001,,308,15,0,0,6,9,293,19,260,14,Non-New York City
Westchester,Elmsford Vg PD,2001,,132,6,0,1,0,5,126,16,102,8,Non-New York City
Westchester,Greenburgh Town PD,2001,,1293,89,0,5,47,37,1204,140,977,87,Non-New York City
Westchester,Harrison Town PD,2001,,350,9,0,1,1,7,341,45,286,10,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2001,,108,1,0,0,1,0,107,15,85,7,Non-New York City
Westchester,Irvington Vg PD,2001,,53,9,0,0,1,8,44,11,25,8,Non-New York City
Westchester,Larchmont Vg PD,2001,,127,9,0,0,1,8,118,29,72,17,Non-New York City
Westchester,Lewisboro Town PD,2001,,105,0,0,0,0,0,105,2,103,0,Non-New York City
Westchester,Mamaroneck Town PD,2001,,219,9,0,0,4,5,210,29,154,27,Non-New York City
Westchester,Mamaroneck Vg PD,2001,,400,20,0,0,9,11,380,30,308,42,Non-New York City
Westchester,Mount Kisco Vg PD,2001,,308,36,0,1,4,31,272,29,226,17,Non-New York City
Westchester,Mount Pleasant Town PD,2001,,333,38,0,2,1,35,295,40,222,33,Non-New York City
Westchester,Mount Vernon City PD,2001,,2310,484,6,13,196,269,1826,443,993,390,Non-New York City
Westchester,New Castle Town PD,2001,,144,7,0,0,1,6,137,24,106,7,Non-New York City
Westchester,New Rochelle City PD,2001,,1836,228,0,6,129,93,1608,208,1231,169,Non-New York City
Westchester,North Castle Town PD,2001,,128,4,0,0,4,0,124,17,103,4,Non-New York City
Westchester,Ossining Town PD,2001,,68,7,0,0,0,7,61,2,54,5,Non-New York City
Westchester,Ossining Vg PD,2001,,505,136,0,9,34,93,369,65,259,45,Non-New York City
Westchester,Peekskill City PD,2001,,408,60,1,7,23,29,348,49,282,17,Non-New York City
Westchester,Pelham Manor Vg PD,2001,,178,7,0,0,3,4,171,10,157,4,Non-New York City
Westchester,Pelham Vg PD,2001,,132,4,0,0,2,2,128,18,106,4,Non-New York City
Westchester,Pleasantville Vg PD,2001,,79,17,0,0,1,16,62,10,43,9,Non-New York City
Westchester,Port Chester Vg PD,2001,,1006,139,0,2,96,41,867,119,647,101,Non-New York City
Westchester,Pound Ridge Town PD,2001,,7,1,0,0,0,1,6,0,5,1,Non-New York City
Westchester,Rye Brook Vg PD,2001,,129,3,0,0,1,2,126,13,104,9,Non-New York City
Westchester,Scarsdale Vg PD,2001,,253,12,0,0,3,9,241,41,172,28,Non-New York City
Westchester,Sleepy Hollow Vg PD,2001,,79,27,0,1,0,26,52,13,29,10,Non-New York City
Westchester,SUNY College At Purchase,2001,,102,0,0,0,0,0,102,9,92,1,Non-New York City
Westchester,Tarrytown Vg PD,2001,,199,26,1,2,5,18,173,42,113,18,Non-New York City
Westchester,Tuckahoe Vg PD,2001,,66,9,0,0,0,9,57,14,35,8,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2001,,367,43,1,2,4,36,324,31,266,27,Non-New York City
Westchester,Westchester County MTA,2001,,28,3,0,0,0,3,25,3,18,4,Non-New York City
Westchester,Westchester County Park PD,2001,,13,0,0,0,0,0,13,0,13,0,Non-New York City
Westchester,Westchester County State Police,2001,,620,96,1,5,5,85,524,83,377,64,Non-New York City
Westchester,White Plains City PD,2001,,2375,214,1,13,67,133,2161,112,1915,134,Non-New York City
Westchester,Yonkers City PD,2001,,5419,935,6,15,473,441,4484,837,2746,901,Non-New York City
Westchester,Yorktown Town PD,2001,,600,28,1,4,6,17,572,62,489,21,Non-New York City
Westchester,Ardsley Vg PD,2000,,50,4,0,0,2,2,46,6,34,6,Non-New York City
Westchester,Bedford Town PD,2000,,262,22,0,2,3,17,240,40,186,14,Non-New York City
Westchester,Briarcliff Manor Vg PD,2000,,83,8,0,1,0,7,75,7,62,6,Non-New York City
Westchester,Bronxville Vg PD,2000,,89,3,0,0,0,3,86,4,58,24,Non-New York City
Westchester,Buchanan Vg PD,2000,,29,3,0,0,0,3,26,2,24,0,Non-New York City
Westchester,County Total,2000,,22034,2624,31,99,1002,1492,19410,2854,13957,2599,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),2000,,36,1,0,1,0,0,35,0,35,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2000,,140,8,0,0,0,8,132,18,103,11,Non-New York City
Westchester,Dobbs Ferry Vg PD,2000,,175,23,0,3,4,16,152,46,97,9,Non-New York City
Westchester,Eastchester Town PD,2000,,464,13,0,0,2,11,451,26,374,51,Non-New York City
Westchester,Elmsford Vg PD,2000,,108,11,0,0,3,8,97,19,75,3,Non-New York City
Westchester,Greenburgh Town PD,2000,,1342,80,0,7,28,45,1262,163,971,128,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2000,,94,5,0,0,4,1,89,10,74,5,Non-New York City
Westchester,Irvington Vg PD,2000,,41,3,0,0,0,3,38,12,25,1,Non-New York City
Westchester,Larchmont Vg PD,2000,,153,4,0,0,0,4,149,19,105,25,Non-New York City
Westchester,Lewisboro Town PD,2000,,83,1,0,0,1,0,82,5,76,1,Non-New York City
Westchester,Mamaroneck Town PD,2000,,220,6,0,0,3,3,214,35,138,41,Non-New York City
Westchester,Mamaroneck Vg PD,2000,,433,40,0,2,24,14,393,37,290,66,Non-New York City
Westchester,Mount Kisco Vg PD,2000,,243,34,0,0,10,24,209,22,170,17,Non-New York City
Westchester,Mount Pleasant Town PD,2000,,360,25,0,0,3,22,335,33,277,25,Non-New York City
Westchester,Mount Vernon City PD,2000,,2313,376,6,15,167,188,1937,455,1088,394,Non-New York City
Westchester,New Castle Town PD,2000,,148,15,0,0,1,14,133,7,112,14,Non-New York City
Westchester,New Rochelle City PD,2000,,1861,212,1,6,99,106,1649,223,1258,168,Non-New York City
Westchester,North Castle Town PD,2000,,142,6,0,0,0,6,136,12,118,6,Non-New York City
Westchester,Ossining Town PD,2000,,68,11,0,1,1,9,57,4,50,3,Non-New York City
Westchester,Ossining Vg PD,2000,,516,104,1,2,11,90,412,71,295,46,Non-New York City
Westchester,Peekskill City PD,2000,,415,54,0,2,20,32,361,68,266,27,Non-New York City
Westchester,Pelham Manor Vg PD,2000,,179,3,0,0,2,1,176,9,162,5,Non-New York City
Westchester,Pelham Vg PD,2000,,141,11,0,0,4,7,130,17,105,8,Non-New York City
Westchester,Pleasantville Vg PD,2000,,84,11,0,0,2,9,73,8,54,11,Non-New York City
Westchester,Port Chester Vg PD,2000,,867,72,2,1,37,32,795,93,600,102,Non-New York City
Westchester,Rye Brook Vg PD,2000,,150,0,0,0,0,0,150,22,117,11,Non-New York City
Westchester,Rye City PD,2000,,87,0,0,0,0,0,87,10,75,2,Non-New York City
Westchester,Scarsdale Vg PD,2000,,227,0,0,0,0,0,227,26,158,43,Non-New York City
Westchester,Sleepy Hollow Vg PD,2000,,90,36,3,1,4,28,54,11,25,18,Non-New York City
Westchester,SUNY College At Purchase,2000,,114,2,0,0,0,2,112,3,109,0,Non-New York City
Westchester,Tarrytown Vg PD,2000,,188,20,0,0,4,16,168,34,118,16,Non-New York City
Westchester,Tuckahoe Vg PD,2000,,94,16,0,0,0,16,78,12,41,25,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2000,,435,43,0,0,5,38,392,24,342,26,Non-New York City
Westchester,Westchester County MTA,2000,,140,23,0,0,12,11,117,3,110,4,Non-New York City
Westchester,Westchester County Park PD,2000,,14,5,0,0,1,4,9,0,8,1,Non-New York City
Westchester,Westchester County State Police,2000,,571,101,0,5,4,92,470,93,338,39,Non-New York City
Westchester,White Plains City PD,2000,,2381,193,1,8,67,117,2188,212,1855,121,Non-New York City
Westchester,Yonkers City PD,2000,,5680,981,16,37,465,463,4699,860,2789,1050,Non-New York City
Westchester,Yorktown Town PD,2000,,724,35,1,5,9,20,689,73,590,26,Non-New York City
Westchester,Ardsley Vg PD,1999,,77,4,0,0,1,3,73,18,54,1,Non-New York City
Westchester,Bedford Town PD,1999,,195,16,0,0,3,13,179,23,144,12,Non-New York City
Westchester,Briarcliff Manor Vg PD,1999,,83,2,0,0,0,2,81,10,66,5,Non-New York City
Westchester,Bronxville Vg PD,1999,,81,3,0,0,2,1,78,7,55,16,Non-New York City
Westchester,Buchanan Vg PD,1999,,58,13,0,0,1,12,45,3,36,6,Non-New York City
Westchester,County Total,1999,,22710,2740,13,80,1140,1507,19970,2783,14270,2917,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1999,,44,1,0,0,0,1,43,0,42,1,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1999,,143,8,0,0,1,7,135,22,107,6,Non-New York City
Westchester,Dobbs Ferry Vg PD,1999,,141,17,1,0,4,12,124,15,92,17,Non-New York City
Westchester,Eastchester Town PD,1999,,346,10,0,0,3,7,336,22,264,50,Non-New York City
Westchester,Elmsford Vg PD,1999,,94,7,0,0,3,4,87,13,70,4,Non-New York City
Westchester,Greenburgh Town PD,1999,,1258,64,0,4,32,28,1194,163,912,119,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1999,,66,2,0,0,1,1,64,6,42,16,Non-New York City
Westchester,Irvington Vg PD,1999,,50,10,0,0,0,10,40,10,27,3,Non-New York City
Westchester,Larchmont Vg PD,1999,,8,1,0,1,0,0,7,0,7,0,Non-New York City
Westchester,Lewisboro Town PD,1999,,1,1,0,0,1,0,0,0,0,0,Non-New York City
Westchester,Mamaroneck Town PD,1999,,200,3,0,0,2,1,197,17,131,49,Non-New York City
Westchester,Mamaroneck Vg PD,1999,,358,34,0,0,10,24,324,34,256,34,Non-New York City
Westchester,Mount Kisco Vg PD,1999,,381,48,0,0,4,44,333,32,286,15,Non-New York City
Westchester,Mount Pleasant Town PD,1999,,369,39,0,0,6,33,330,31,271,28,Non-New York City
Westchester,Mount Vernon City PD,1999,,2867,558,3,12,255,288,2309,450,1392,467,Non-New York City
Westchester,New Castle Town PD,1999,,145,4,0,0,0,4,141,14,117,10,Non-New York City
Westchester,New Rochelle City PD,1999,,1818,191,2,5,78,106,1627,177,1225,225,Non-New York City
Westchester,North Castle Town PD,1999,,146,4,0,0,1,3,142,26,109,7,Non-New York City
Westchester,Ossining Town PD,1999,,74,8,0,0,1,7,66,9,55,2,Non-New York City
Westchester,Ossining Vg PD,1999,,535,94,1,3,20,70,441,88,302,51,Non-New York City
Westchester,Peekskill City PD,1999,,564,84,0,5,39,40,480,92,361,27,Non-New York City
Westchester,Pelham Manor Vg PD,1999,,162,18,0,1,7,10,144,19,119,6,Non-New York City
Westchester,Pelham Vg PD,1999,,150,7,0,0,7,0,143,13,122,8,Non-New York City
Westchester,Pleasantville Vg PD,1999,,87,10,0,0,2,8,77,11,57,9,Non-New York City
Westchester,Port Chester Vg PD,1999,,836,80,0,3,47,30,756,112,538,106,Non-New York City
Westchester,Rye Brook Vg PD,1999,,174,4,0,0,0,4,170,20,134,16,Non-New York City
Westchester,Rye City PD,1999,,193,2,0,1,0,1,191,20,137,34,Non-New York City
Westchester,Scarsdale Vg PD,1999,,215,2,0,0,0,2,213,24,150,39,Non-New York City
Westchester,Sleepy Hollow Vg PD,1999,,72,27,0,0,2,25,45,13,23,9,Non-New York City
Westchester,SUNY College At Purchase,1999,,105,3,0,1,0,2,102,2,95,5,Non-New York City
Westchester,Tarrytown Vg PD,1999,,217,21,0,1,5,15,196,43,139,14,Non-New York City
Westchester,Tuckahoe Vg PD,1999,,67,16,0,0,0,16,51,5,38,8,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1999,,424,64,0,1,7,56,360,28,304,28,Non-New York City
Westchester,Westchester County Park PD,1999,,10,0,0,0,0,0,10,0,9,1,Non-New York City
Westchester,Westchester County State Police,1999,,657,121,1,2,8,110,536,90,411,35,Non-New York City
Westchester,White Plains City PD,1999,,2489,192,1,6,78,107,2297,83,2077,137,Non-New York City
Westchester,Yonkers City PD,1999,,6033,915,4,33,500,378,5118,939,2905,1274,Non-New York City
Westchester,Yorktown Town PD,1999,,717,32,0,1,9,22,685,79,589,17,Non-New York City
Westchester,Ardsley Vg PD,1998,,63,11,0,0,2,9,52,8,40,4,Non-New York City
Westchester,Bedford Town PD,1998,,253,11,0,0,0,11,242,23,213,6,Non-New York City
Westchester,Briarcliff Manor Vg PD,1998,,106,3,0,0,1,2,103,11,91,1,Non-New York City
Westchester,Bronxville Vg PD,1998,,130,6,0,0,4,2,124,10,71,43,Non-New York City
Westchester,Buchanan Vg PD,1998,,61,4,0,0,0,4,57,11,45,1,Non-New York City
Westchester,Cortlandt Town PD,1998,,113,13,0,0,2,11,100,17,74,9,Non-New York City
Westchester,County Total,1998,,25977,2994,25,109,1328,1532,22983,3446,16329,3208,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1998,,46,0,0,0,0,0,46,0,46,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1998,,154,13,0,0,0,13,141,19,114,8,Non-New York City
Westchester,Dobbs Ferry Vg PD,1998,,165,21,0,2,1,18,144,29,97,18,Non-New York City
Westchester,Eastchester Town PD,1998,,361,17,0,0,5,12,344,29,256,59,Non-New York City
Westchester,Elmsford Vg PD,1998,,163,8,0,0,5,3,155,14,137,4,Non-New York City
Westchester,Greenburgh Town PD,1998,,1454,61,1,4,33,23,1393,179,1211,3,Non-New York City
Westchester,Harrison Town PD,1998,,455,14,0,1,6,7,441,51,312,78,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1998,,80,4,1,0,2,1,76,7,63,6,Non-New York City
Westchester,Irvington Vg PD,1998,,57,6,0,0,1,5,51,15,34,2,Non-New York City
Westchester,Larchmont Vg PD,1998,,64,6,0,0,0,6,58,5,42,11,Non-New York City
Westchester,Mamaroneck Town PD,1998,,270,7,0,0,5,2,263,32,177,54,Non-New York City
Westchester,Mamaroneck Vg PD,1998,,399,14,0,0,5,9,385,37,269,79,Non-New York City
Westchester,Mount Kisco Vg PD,1998,,398,39,0,1,5,33,359,33,304,22,Non-New York City
Westchester,Mount Pleasant Town PD,1998,,413,59,0,1,4,54,354,43,286,25,Non-New York City
Westchester,Mount Vernon City PD,1998,,3117,742,6,30,342,364,2375,540,1226,609,Non-New York City
Westchester,New Castle Town PD,1998,,176,9,0,0,0,9,167,14,147,6,Non-New York City
Westchester,New Rochelle City PD,1998,,2159,163,1,11,104,47,1996,269,1511,216,Non-New York City
Westchester,North Castle Town PD,1998,,166,8,0,0,3,5,158,16,129,13,Non-New York City
Westchester,Ossining Town PD,1998,,72,13,0,2,3,8,59,5,49,5,Non-New York City
Westchester,Ossining Vg PD,1998,,656,114,1,4,47,62,542,122,387,33,Non-New York City
Westchester,Peekskill City PD,1998,,533,100,1,4,32,63,433,120,267,46,Non-New York City
Westchester,Pelham Manor Vg PD,1998,,160,11,0,1,8,2,149,16,118,15,Non-New York City
Westchester,Pelham Vg PD,1998,,135,8,0,1,5,2,127,12,97,18,Non-New York City
Westchester,Pleasantville Vg PD,1998,,120,12,0,0,1,11,108,16,86,6,Non-New York City
Westchester,Port Chester Vg PD,1998,,971,98,0,1,44,53,873,101,689,83,Non-New York City
Westchester,Rye Brook Vg PD,1998,,177,1,0,0,1,0,176,23,134,19,Non-New York City
Westchester,Rye City PD,1998,,183,5,0,0,4,1,178,18,126,34,Non-New York City
Westchester,Scarsdale Vg PD,1998,,268,5,0,1,2,2,263,23,187,53,Non-New York City
Westchester,Sleepy Hollow Vg PD,1998,,55,17,1,0,3,13,38,10,19,9,Non-New York City
Westchester,SUNY College At Purchase,1998,,137,5,0,0,1,4,132,8,120,4,Non-New York City
Westchester,Tarrytown Vg PD,1998,,267,25,2,1,9,13,242,39,173,30,Non-New York City
Westchester,Tuckahoe Vg PD,1998,,77,10,0,0,1,9,67,9,46,12,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1998,,373,19,0,0,6,13,354,22,301,31,Non-New York City
Westchester,Westchester County MTA,1998,,172,9,0,0,8,1,163,10,150,3,Non-New York City
Westchester,Westchester County Park PD,1998,,16,1,0,0,0,1,15,0,15,0,Non-New York City
Westchester,Westchester County State Police,1998,,547,117,0,1,9,107,430,131,265,34,Non-New York City
Westchester,White Plains City PD,1998,,2282,154,1,9,49,95,2128,109,1862,157,Non-New York City
Westchester,Yonkers City PD,1998,,7185,1012,10,31,561,410,6173,1170,3682,1321,Non-New York City
Westchester,Yorktown Town PD,1998,,768,19,0,3,4,12,749,70,661,18,Non-New York City
Westchester,Ardsley Vg PD,1997,,57,5,0,0,2,3,52,7,41,4,Non-New York City
Westchester,Bedford Town PD,1997,,241,5,0,0,0,5,236,42,180,14,Non-New York City
Westchester,Briarcliff Manor Vg PD,1997,,102,12,0,0,2,10,90,9,75,6,Non-New York City
Westchester,Bronxville Vg PD,1997,,191,8,0,0,4,4,183,25,119,39,Non-New York City
Westchester,Buchanan Vg PD,1997,,51,1,0,0,0,1,50,12,35,3,Non-New York City
Westchester,Cortlandt Town PD,1997,,183,25,1,0,2,22,158,38,115,5,Non-New York City
Westchester,County Total,1997,,28601,3146,31,107,1433,1575,25455,4370,16955,4130,Non-New York City
Westchester,Croton-Kensico PCT (NYC-BWSP),1997,,42,0,0,0,0,0,42,2,40,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,1997,,120,15,0,1,2,12,105,17,81,7,Non-New York City
Westchester,Dobbs Ferry Vg PD,1997,,152,20,0,0,1,19,132,27,92,13,Non-New York City
Westchester,Eastchester Town PD,1997,,265,19,0,0,10,9,246,19,155,72,Non-New York City
Westchester,Elmsford Vg PD,1997,,168,18,0,0,5,13,150,18,124,8,Non-New York City
Westchester,Greenburgh Town PD,1997,,1524,74,0,3,40,31,1450,188,1075,187,Non-New York City
Westchester,Harrison Town PD,1997,,500,18,0,0,7,11,482,76,321,85,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,1997,,73,6,0,0,2,4,67,11,52,4,Non-New York City
Westchester,Irvington Vg PD,1997,,93,8,0,0,1,7,85,14,63,8,Non-New York City
Westchester,Larchmont Vg PD,1997,,121,3,0,0,1,2,118,11,84,23,Non-New York City
Westchester,Mamaroneck Town PD,1997,,298,2,0,0,1,1,296,48,167,81,Non-New York City
Westchester,Mamaroneck Vg PD,1997,,530,28,0,0,9,19,502,60,342,100,Non-New York City
Westchester,Mount Kisco Vg PD,1997,,361,39,0,4,2,33,322,39,259,24,Non-New York City
Westchester,Mount Pleasant Town PD,1997,,488,41,1,1,4,35,447,60,342,45,Non-New York City
Westchester,Mount Vernon City PD,1997,,3291,799,3,31,397,368,2492,697,1116,679,Non-New York City
Westchester,New Castle Town PD,1997,,183,8,0,0,0,8,175,31,140,4,Non-New York City
Westchester,New Rochelle City PD,1997,,2382,158,2,4,88,64,2224,365,1556,303,Non-New York City
Westchester,North Castle Town PD,1997,,179,6,0,0,4,2,173,48,110,15,Non-New York City
Westchester,Ossining Town PD,1997,,72,7,0,0,0,7,65,12,50,3,Non-New York City
Westchester,Ossining Vg PD,1997,,685,98,1,6,35,56,587,155,384,48,Non-New York City
Westchester,Peekskill City PD,1997,,754,104,2,3,54,45,650,121,477,52,Non-New York City
Westchester,Pelham Manor Vg PD,1997,,289,11,1,0,9,1,278,55,173,50,Non-New York City
Westchester,Pelham Vg PD,1997,,206,11,0,0,8,3,195,36,123,36,Non-New York City
Westchester,Pleasantville Vg PD,1997,,135,33,0,0,3,30,102,11,87,4,Non-New York City
Westchester,Port Chester Vg PD,1997,,831,98,0,3,31,64,733,129,526,78,Non-New York City
Westchester,Rye Brook Vg PD,1997,,228,3,0,1,0,2,225,29,174,22,Non-New York City
Westchester,Rye City PD,1997,,272,1,0,0,1,0,271,43,201,27,Non-New York City
Westchester,Scarsdale Vg PD,1997,,286,4,0,0,0,4,282,36,197,49,Non-New York City
Westchester,Sleepy Hollow Vg PD,1997,,55,21,0,2,7,12,34,6,20,8,Non-New York City
Westchester,SUNY College At Purchase,1997,,120,3,0,2,1,0,117,5,97,15,Non-New York City
Westchester,Tarrytown Vg PD,1997,,239,21,0,1,6,14,218,34,159,25,Non-New York City
