fac_id,facility_name,fac_desc_short,description,fac_opn_dat,address1,address2,city,state,fac_zip,fac_phone,fac_fax,cnty_cd,county,ro_id,region_office,opcert_num,operator_name,operator_address1,operator_city,operator_state,operator_zip,cooperator_state,ownership_type
13127,Community Care Home Health Services,LHCSA,Licensed Home Care Services Agency,2018-11-20T00:00:00.000,300 Hamilton Avenue,Suite 400,White Plains,New York,10601,9149462810,9149462031,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,1820L004,Community Care Companions Inc.,300 W. Main St.,Smithtown,New York,11787,New York,Business Corporation
